place_id,group_key,canonical_name,modern_place,needs_review
1717,labasovc,Labasowcz,Djurdjić
1718,labasovc,Labasowcz,Djurdjić
1720,lacalovc,Lachalowcz,Jakupovac Kapelski
1731,laztesin,Lazthesyn,Severin
1732,laztesin,Lazthesyn,Severin
1733,laztesin,Lazthesyn,Severin
1742,laztesin,Lazthesyn,Severin
1735,latkovina,Lathkowyna,Bršljanica
1739,lazec,Lazecz,Čemernica Lonjska
1740,lazen,Lazen,Stare Plavnice
1746,leskovc,Leskowcz,Bolč
1767,leskovc,Leskowcz,Bolč
1769,leskovc,Leskowcz,Bolč
1772,leskovc,Leskowcz,Bolč
1777,leskovc,Leskowcz,Bolč
1782,leskovc,Leskowcz,Bolč
1792,leskovc,Leskowcz,Bolč
1765,lepsinc,Lepsincz,Bosiljevo Čazmansko
1766,lepsinc,Lepsincz,Bosiljevo Čazmansko
1799,locan,Lochan,Komuševac
1837,lvcan,Lwchan,Komuševac
1870,liplan,Lyplan,Bolč
1871,liplan,Lyplan,Bolč
1877,lipinc,Lypyncz,Lipovo Brdo
1884,lipinc,Lypyncz,Lipovo Brdo
1887,lipinc,Lypyncz,Lipovo Brdo
1888,lipinc,Lypyncz,Lipovo Brdo
1882,lipica,Lyppycha,Čazma
1883,lipica,Lyppycha,Čazma
1886,lipsica,Lypsycza,Čazma
2000,meglec,Meglech,Pupelica
2021,zentmihal,Zenthmyhal,Tomašica
2078,zentmihal,Zenthmyhal,Tomašica
2079,zentmihal,Zenthmyhal,Tomašica
2080,zentmihal,Zenthmyhal,Tomašica
3581,zentmihal,Zenthmyhal,Tomašica
3582,zentmihal,Zenthmyhal,Tomašica
3634,zentmihal,Zenthmyhal,Tomašica
3635,zentmihal,Zenthmyhal,Tomašica
3636,zentmihal,Zenthmyhal,Tomašica
2033,misleninc,Mislenincz,Remetinec Križevački
2137,misleninc,Mislenincz,Remetinec Križevački
2043,mocrica,Mochrycha,Svinjarec
2046,mocilo,Mochylo,Sesvete
2050,mogoina,Mogoyna,Koprivnica
2059,moncevc,Monchewcz,Galovac
2060,moncovc,Monchowcz,Galovac
2066,moravc,Morawcz,Martinac Trojstveni
2067,moravc,Morawcz,Martinac Trojstveni
2068,mosina,Mosyna,Pupelica
2069,mosina,Mosyna,Pupelica
2077,mihalenc,Myhalencz,Lipovac Lonjski
2172,netec,Nethech,Ferdinandovac
2173,netec,Nethech,Ferdinandovac
2176,neznanheg,Neznanheg,Čepelovac
2177,neznanheg,Neznanheg,Čepelovac
2178,neznanheg,Neznanheg,Čepelovac
1430,kaptolovc,Kaptholowcz,Ivanska Žabno
2377,palicna,Palychna,Palešnik
2589,prelezie,Prelezye,Prilesje
2662,radnak,Radnak,Rayncek
2803,rosonc,Rosoncz,Ruškovac
2941,stefanc,Stephancz,ŠTEFANEC
2959,sibrinovc,Sybrynowcz,Žibrinovec
2961,sibrinovc,Sybrynowcz,Žibrinovec
2962,sibrinovc,Sybrynowcz,Žibrinovec
3027,temerie,Themerye,Temerie
3034,tercec,Therchech,Tomašica
3056,terztenice,Therzthenycze,Teratenik
3057,terztenice,Therzthenycze,Teratenik
3058,tomasdovc,Thomasdowcz,Tomašica
3061,tomasdovc,Thomasdowcz,Tomašica
3073,torcec,Thorchecz,Tomašica
3083,tremec,Tremecz,Strmec Ravenski
3110,tremec,Tremecz,Strmec Ravenski
3084,tremisce,Tremysche,Cremušina
3112,tremisce,Tremysche,Cremušina
3138,vehovlan,Wehowlan,Marinkovec
3200,vehovlan,Wehowlan,Marinkovec
3235,vehovlan,Wehowlan,Marinkovec
3236,vehovlan,Wehowlan,Marinkovec
